index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit,income_quintile
9639,F,N,Y,0,162000,Working,Secondary / secondary special,Civil marriage,House / apartment,39,238,1,1,1,0,Cooking staff,2,15,2,2
9640,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,41,160,1,0,1,0,Cleaning staff,2,40,2,3
9641,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,40,29,1,1,1,0,Accountants,2,17,2,4
9642,F,N,Y,0,202500,State servant,Higher education,Widow,House / apartment,43,163,1,0,0,0,,1,19,0,2
9643,M,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,1,0,,2,56,2,3
9644,F,N,Y,0,121500,Commercial associate,Higher education,Civil marriage,House / apartment,30,9,1,0,0,0,Accountants,2,30,1,3
9645,M,Y,N,2,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,40,128,1,0,0,0,,4,20,2,1
9646,F,N,N,0,54000,Pensioner,Higher education,Married,House / apartment,62,12174,1,0,0,0,,2,52,2,4
9647,F,N,N,1,180000,Commercial associate,Incomplete higher,Married,House / apartment,40,246,1,1,1,0,High skill tech staff,3,23,2,2
9648,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,26,31,1,0,0,1,Laborers,3,15,2,4
9649,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,61,12174,1,0,0,0,,4,3,1,4
9650,M,N,Y,0,90000,Working,Secondary / secondary special,Separated,Rented apartment,25,3,1,0,0,0,Laborers,1,9,2,4
9651,F,Y,Y,1,180000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,42,23,1,0,0,0,Laborers,3,11,1,2
9652,F,N,Y,0,315000,Pensioner,Secondary / secondary special,Widow,House / apartment,62,12174,1,0,1,0,,1,50,1,1
9653,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,40,2,2
9654,F,Y,Y,2,67500,State servant,Higher education,Married,House / apartment,32,125,1,1,1,0,Core staff,4,33,2,4
9655,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,42,304,1,1,1,0,,3,2,1,3
9656,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,61,12174,1,0,0,0,,2,19,2,1
9657,F,N,N,0,36000,Working,Secondary / secondary special,Separated,Municipal apartment,40,5,1,1,0,0,Cleaning staff,1,53,0,4
9658,M,Y,N,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,49,173,1,1,1,0,Laborers,2,23,2,1
9659,M,Y,Y,1,405000,State servant,Higher education,Married,House / apartment,31,163,1,0,0,0,Managers,3,30,2,1
9660,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,64,12174,1,0,0,0,,2,13,2,2
9661,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,47,228,1,0,0,0,Laborers,2,47,2,3
9662,F,Y,Y,0,121500,Working,Higher education,Married,House / apartment,27,56,1,0,0,1,Sales staff,2,22,1,3
9663,M,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,41,47,1,0,0,0,Laborers,4,12,2,2
9664,F,N,Y,0,180000,Working,Higher education,Widow,House / apartment,63,71,1,0,0,0,Secretaries,1,26,2,2
9665,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,40,34,1,1,1,0,Accountants,2,50,1,4
9666,M,N,Y,0,90900,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,1,0,,2,23,2,4
9667,F,N,N,0,76500,Working,Higher education,Married,House / apartment,64,54,1,0,1,0,,2,51,2,4
9668,F,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,50,234,1,0,0,0,Accountants,2,54,2,2
9669,M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,46,307,1,0,0,0,Drivers,1,38,2,4
9670,F,N,Y,0,225000,Working,Secondary / secondary special,Widow,House / apartment,47,4,1,0,0,0,Sales staff,1,22,2,1
9671,M,Y,N,0,148500,Working,Secondary / secondary special,Civil marriage,House / apartment,30,119,1,1,1,0,Laborers,2,19,0,3
9672,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,43,154,1,0,0,0,Laborers,2,15,2,1
9673,F,Y,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,48,20,1,0,1,0,Accountants,2,12,2,1
9674,M,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,39,69,1,1,1,0,Laborers,1,36,2,1
9675,F,N,N,0,63000,Commercial associate,Higher education,Married,House / apartment,40,66,1,0,0,0,Core staff,2,1,1,4
9676,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,39,152,1,1,1,0,Laborers,2,28,2,2
9677,F,N,Y,0,103500,Working,Secondary / secondary special,Single / not married,House / apartment,47,71,1,0,0,0,Sales staff,1,50,1,4
9678,M,N,Y,0,135000,Working,Higher education,Married,House / apartment,55,7,1,0,0,0,Laborers,2,47,2,3
9679,F,N,Y,0,225000,State servant,Secondary / secondary special,Civil marriage,House / apartment,63,290,1,1,1,0,Laborers,2,55,1,1
9680,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,63,12174,1,0,0,0,,2,55,2,2
9681,F,N,N,0,122400,Working,Secondary / secondary special,Married,House / apartment,57,38,1,1,0,1,Medicine staff,2,16,2,3
9682,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,37,116,1,0,1,0,Laborers,2,31,2,1
9683,M,Y,Y,4,292500,Working,Secondary / secondary special,Married,House / apartment,38,13,1,0,0,0,Laborers,6,22,2,1
9684,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,41,141,1,1,0,0,Drivers,3,51,1,1
9685,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,45,49,1,0,0,0,Core staff,2,30,1,1
9686,F,N,N,1,360000,Commercial associate,Higher education,Civil marriage,House / apartment,40,64,1,0,0,0,Sales staff,3,29,2,1
9687,F,N,N,0,234000,Working,Secondary / secondary special,Single / not married,House / apartment,49,54,1,1,0,0,Cleaning staff,1,17,2,1
9688,F,Y,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,58,121,1,0,0,0,Managers,2,25,1,2
9689,F,N,N,0,99000,Working,Higher education,Married,House / apartment,40,184,1,0,0,0,,2,2,1,4
9690,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,58,12174,1,0,0,0,,1,16,2,2
9691,M,Y,Y,1,247500,Working,Higher education,Married,House / apartment,25,7,1,0,0,0,Sales staff,3,13,0,1
9692,F,Y,N,0,54000,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,5,2,4
9693,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,48,7,1,1,0,0,,2,39,2,1
9694,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,41,70,1,1,1,0,Drivers,3,38,0,2
9695,M,N,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,41,276,1,1,0,0,Laborers,1,35,2,2
9696,F,Y,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,46,46,1,0,0,0,Sales staff,1,25,1,4
9697,F,Y,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,46,12,1,0,0,0,,1,22,1,1
9698,F,Y,N,0,342000,State servant,Higher education,Single / not married,House / apartment,33,126,1,0,0,0,Core staff,1,6,2,1
9699,M,N,N,0,166500,Working,Incomplete higher,Single / not married,Municipal apartment,35,5,1,0,0,0,Cooking staff,1,6,2,2
9700,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,34,22,1,0,0,0,Sales staff,2,58,2,2
9701,F,Y,Y,1,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,36,36,1,1,0,0,Sales staff,3,29,1,3
9702,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,35,55,1,0,0,0,Cooking staff,2,15,2,4
9703,F,N,Y,0,121500,Commercial associate,Secondary / secondary special,Married,Co-op apartment,32,57,1,0,1,0,Sales staff,2,11,1,3
9704,M,Y,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,56,148,1,0,1,0,Drivers,2,46,2,4
9705,F,N,Y,0,126000,Working,Higher education,Married,House / apartment,48,31,1,0,0,0,Core staff,2,49,2,3
9706,M,N,N,0,189000,State servant,Secondary / secondary special,Married,House / apartment,43,92,1,0,0,0,Core staff,2,28,2,2
9707,F,Y,Y,1,225000,Working,Higher education,Married,House / apartment,35,7,1,0,0,0,,3,48,1,1
9708,F,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,27,99,1,1,1,0,Core staff,3,45,2,2
9709,F,Y,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,54,253,1,0,1,0,Private service staff,2,8,2,4
9710,F,N,Y,0,180000,Pensioner,Higher education,Separated,House / apartment,65,12174,1,0,0,0,,1,10,0,2
9711,M,Y,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,67,12174,1,0,0,0,,2,35,2,2
9712,F,N,N,2,135000,State servant,Incomplete higher,Married,With parents,31,76,1,1,1,0,Core staff,4,29,2,3
9713,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,50,17,1,1,0,0,,2,39,2,4
9714,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,57,12174,1,0,0,0,,2,57,2,4
9715,F,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,58,104,1,0,0,0,Accountants,2,51,2,3
9716,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,34,61,1,0,0,0,Core staff,2,47,0,1
9717,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,52,12174,1,0,0,0,,2,15,0,3
9718,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,48,21,1,0,0,1,Drivers,2,45,2,3
9719,M,N,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,48,22,1,1,1,0,Drivers,4,37,2,1
9720,M,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,61,12174,1,0,1,0,,2,14,1,4
9721,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,37,145,1,0,0,0,Sales staff,3,20,2,3
9722,F,Y,N,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,48,23,1,1,0,0,High skill tech staff,2,31,2,2
9723,M,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,51,12174,1,0,0,0,,2,45,2,3
9724,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,41,3,1,0,0,0,Laborers,3,28,2,4
9725,F,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,64,12174,1,0,0,0,,2,48,1,2
9726,F,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,28,8,1,0,0,0,Laborers,2,10,1,3
9727,F,N,Y,2,90000,Working,Higher education,Married,House / apartment,34,19,1,0,0,0,,4,12,1,4
9728,F,N,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,26,8,1,0,0,0,,2,13,2,1
9729,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,47,87,1,0,0,0,Managers,1,16,2,1
9730,F,N,Y,2,225000,Working,Higher education,Married,House / apartment,27,90,1,0,0,0,,4,18,1,1
9731,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,56,231,1,0,0,0,High skill tech staff,2,3,1,1
9732,F,Y,Y,0,185400,Pensioner,Secondary / secondary special,Widow,House / apartment,64,12174,1,0,0,0,,1,25,2,2
9733,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,47,44,1,0,1,0,Laborers,2,59,2,2
9734,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,23,4,1,1,0,0,Sales staff,2,34,2,2
9735,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,38,233,1,0,0,0,Laborers,3,20,2,2
9736,F,N,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,62,74,1,1,1,0,High skill tech staff,2,40,2,3
9737,M,N,N,0,99000,State servant,Secondary / secondary special,Civil marriage,House / apartment,60,180,1,0,0,0,Laborers,2,17,2,4
9738,M,Y,Y,1,450000,Commercial associate,Higher education,Married,House / apartment,41,52,1,0,0,1,Managers,3,23,0,1
9739,F,Y,Y,1,72000,Working,Secondary / secondary special,Married,House / apartment,46,42,1,0,0,0,Sales staff,3,3,1,4
9740,F,Y,Y,0,166500,Commercial associate,Higher education,Single / not married,House / apartment,33,141,1,0,0,0,Managers,1,28,2,2
9741,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,60,12174,1,0,0,0,,1,0,1,4
9742,F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,39,57,1,0,0,0,Medicine staff,4,34,2,3
9743,M,N,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,27,86,1,1,0,0,Laborers,2,48,2,2
9744,F,N,Y,3,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,37,147,1,0,1,0,,4,52,2,3
9745,M,Y,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,27,61,1,1,0,0,Medicine staff,4,19,2,4
9746,M,N,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,44,58,1,0,0,0,Laborers,3,1,0,1
9747,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,26,24,1,0,0,0,Sales staff,3,16,1,4
9748,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,39,68,1,0,0,0,High skill tech staff,3,30,2,1
9749,M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,48,50,1,1,0,0,Laborers,3,39,1,2
9750,F,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,28,29,1,1,1,0,Core staff,2,30,1,2
9751,F,N,Y,0,112500,Working,Higher education,Married,With parents,25,27,1,0,0,0,Core staff,2,5,2,4
9752,F,N,N,0,211500,Commercial associate,Higher education,Married,With parents,40,156,1,1,1,0,Laborers,2,50,2,2
9753,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,55,228,1,0,0,0,Laborers,2,51,2,2
9754,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,57,12174,1,0,0,0,,1,13,2,4
9755,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,28,113,1,1,1,1,Realty agents,3,6,2,1
9756,F,N,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,28,24,1,0,1,0,,4,18,2,4
9757,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,57,6,1,0,1,1,Security staff,2,7,1,3
9758,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,43,46,1,0,1,0,High skill tech staff,1,26,1,4
9759,M,Y,Y,0,382500,Working,Higher education,Married,House / apartment,28,80,1,0,0,0,Laborers,2,13,2,1
9760,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,32,124,1,0,0,1,Managers,2,32,2,1
9761,M,N,Y,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,49,134,1,0,0,0,Managers,2,19,2,1
9762,F,Y,N,0,126000,Working,Secondary / secondary special,Separated,House / apartment,46,55,1,0,0,0,Core staff,1,16,2,3
9763,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,34,16,1,1,0,0,Accountants,3,50,1,4
9764,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,64,12174,1,0,0,0,,2,42,2,2
9765,F,Y,Y,0,135000,Working,Higher education,Civil marriage,House / apartment,54,147,1,1,1,0,Managers,2,4,0,3
9766,M,Y,Y,1,360000,Commercial associate,Higher education,Married,House / apartment,45,13,1,0,1,1,Laborers,3,37,2,1
9767,F,N,Y,0,225000,Working,Higher education,Single / not married,House / apartment,51,51,1,0,0,1,Accountants,1,41,2,1
9768,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,39,128,1,0,0,0,Sales staff,3,35,0,2
9769,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,28,93,1,0,0,0,,3,54,0,1
9770,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,66,12174,1,0,1,0,,2,44,2,4
9771,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,28,14,1,1,1,0,Drivers,2,12,2,1
9772,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,60,12174,1,0,0,0,,1,9,1,4
9773,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,56,71,1,0,0,0,Security staff,2,19,1,4
9774,M,Y,Y,0,405000,Working,Secondary / secondary special,Married,House / apartment,49,22,1,0,0,0,Sales staff,2,57,0,1
9775,F,N,Y,0,333000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60,12174,1,0,0,0,,1,19,2,1
9776,F,N,Y,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,50,322,1,0,0,0,,1,16,0,2
9777,F,N,Y,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,30,86,1,0,1,0,Core staff,3,6,2,2
9778,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,27,19,1,0,1,0,Managers,2,11,2,2
9779,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,44,30,1,1,1,0,Drivers,3,57,2,4
9780,M,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,29,70,1,0,0,1,Security staff,1,44,2,4
9781,F,N,Y,0,216000,Pensioner,Secondary / secondary special,Widow,House / apartment,54,12174,1,0,0,0,,1,23,2,2
9782,M,N,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,28,17,1,1,1,0,Laborers,2,4,1,3
9783,F,N,N,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,57,12174,1,0,1,0,,2,52,2,2
9784,M,N,Y,2,675000,State servant,Secondary / secondary special,Married,House / apartment,38,229,1,0,1,0,Drivers,4,45,1,1
9785,F,N,N,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,54,12174,1,0,0,0,,2,19,2,2
9786,M,Y,Y,0,234000,Working,Secondary / secondary special,Married,House / apartment,42,100,1,0,0,0,Laborers,2,6,2,1
9787,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,41,14,1,0,0,0,Core staff,2,6,2,4
9788,F,N,Y,2,126000,Working,Higher education,Married,House / apartment,34,163,1,0,1,1,High skill tech staff,4,24,2,3
9789,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,35,77,1,1,1,0,,2,57,2,3
9790,F,N,Y,0,108000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,62,12174,1,0,0,0,,2,33,1,4
9791,M,Y,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,57,16,1,0,0,0,Laborers,2,33,1,4
9792,F,Y,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,40,33,1,0,0,0,Sales staff,3,18,1,2
9793,F,N,N,0,180000,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,56,6,1,0,0,0,Laborers,2,20,2,2
9794,F,N,N,0,112500,Commercial associate,Incomplete higher,Married,House / apartment,27,77,1,0,1,0,,2,56,2,4
9795,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,27,69,1,0,0,1,Sales staff,3,0,0,4
9796,M,N,N,1,202500,Commercial associate,Higher education,Married,House / apartment,35,40,1,1,0,0,Core staff,3,44,0,2
9797,M,Y,Y,1,157500,State servant,Higher education,Married,House / apartment,31,83,1,0,0,0,,3,50,2,2
9798,F,N,Y,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,66,12174,1,0,0,0,,2,7,2,3
9799,M,N,N,3,90000,State servant,Secondary / secondary special,Married,House / apartment,39,24,1,0,0,1,,5,22,2,4
9800,M,N,Y,0,270000,Working,Higher education,Married,House / apartment,32,75,1,0,0,0,Laborers,2,36,2,1
9801,F,N,N,0,144000,Working,Secondary / secondary special,Married,Municipal apartment,45,332,1,1,1,0,Sales staff,2,16,2,3
9802,M,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,32,142,1,0,0,0,Laborers,4,24,2,4
9803,F,N,N,0,81000,Working,Secondary / secondary special,Civil marriage,With parents,32,92,1,0,1,0,Sales staff,2,44,2,4
9804,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,68,1,1,0,0,Laborers,1,40,1,1
9805,F,N,N,0,135000,State servant,Higher education,Married,House / apartment,49,147,1,1,0,0,Accountants,2,18,2,3
9806,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,34,20,1,1,0,0,Laborers,1,7,2,1
9807,F,N,Y,0,193500,State servant,Higher education,Married,House / apartment,30,38,1,0,0,0,Core staff,2,11,2,2
9808,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,38,75,1,0,0,0,Medicine staff,2,10,2,4
9809,F,N,Y,2,153000,Commercial associate,Higher education,Married,House / apartment,36,44,1,0,0,0,Accountants,4,58,1,3
9810,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57,12174,1,0,0,0,,1,52,2,4
9811,F,N,Y,0,193500,Working,Secondary / secondary special,Married,House / apartment,50,77,1,0,0,0,,2,39,1,2
9812,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,50,38,1,1,0,0,,2,23,2,4
9813,M,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,51,67,1,0,0,0,Managers,2,39,2,1
9814,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,34,123,1,0,0,0,Managers,2,47,2,3
9815,M,N,Y,0,157500,Commercial associate,Higher education,Married,Rented apartment,28,80,1,0,0,0,Core staff,2,7,2,2
9816,M,Y,N,1,270000,Commercial associate,Higher education,Married,House / apartment,31,45,1,0,0,0,Managers,3,58,2,1
9817,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,40,121,1,0,0,0,High skill tech staff,3,19,2,4
9818,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,37,14,1,0,1,0,Sales staff,4,25,2,2
9819,F,Y,N,0,270000,Working,Incomplete higher,Single / not married,With parents,26,92,1,1,1,0,Managers,1,3,0,1
9820,F,N,Y,1,256500,State servant,Higher education,Married,House / apartment,48,43,1,0,1,0,Managers,3,5,1,1
9821,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,44,161,1,0,0,0,Sales staff,2,36,2,2
9822,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,50,30,1,0,1,0,High skill tech staff,2,24,1,4
9823,F,Y,Y,1,157500,Working,Higher education,Separated,House / apartment,26,70,1,0,0,1,Medicine staff,2,8,1,2
9824,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,41,99,1,0,0,0,Cooking staff,2,7,1,4
9825,F,Y,N,2,157500,Commercial associate,Higher education,Married,House / apartment,36,124,1,0,0,0,,4,27,2,2
9826,F,N,N,0,148500,Pensioner,Secondary / secondary special,Widow,House / apartment,56,12174,1,0,1,0,,1,25,2,3
9827,M,Y,Y,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,40,57,1,0,0,0,Laborers,2,36,2,2
9828,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,42,86,1,1,1,0,Managers,3,53,2,2
9829,F,N,Y,2,99000,Working,Secondary / secondary special,Married,House / apartment,32,36,1,1,1,0,Sales staff,4,52,2,4
9830,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,61,72,1,0,0,0,Laborers,2,13,2,4
9831,M,Y,Y,2,171000,Working,Secondary / secondary special,Married,House / apartment,36,41,1,0,0,0,Core staff,4,48,0,2
9832,M,Y,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,42,133,1,1,1,0,,2,5,2,4
9833,M,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,36,225,1,0,0,1,Laborers,3,55,0,2
9834,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58,12174,1,0,0,0,,1,25,2,2
9835,M,N,Y,0,157500,Working,Higher education,Married,House / apartment,38,142,1,1,0,0,Laborers,2,45,2,2
9836,F,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,59,12174,1,0,1,0,,2,10,2,4
9837,M,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,56,12174,1,0,0,0,,2,54,2,2
9838,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,25,49,1,0,0,0,Core staff,1,2,1,1
9839,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,57,12174,1,0,0,0,,2,20,2,4
9840,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,29,81,1,0,0,0,High skill tech staff,2,28,2,1
9841,F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,46,243,1,1,1,0,Medicine staff,2,8,2,4
9842,M,Y,N,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,51,12174,1,0,0,0,,2,52,1,1
9843,F,N,N,2,225000,Working,Higher education,Single / not married,House / apartment,35,198,1,1,0,0,Medicine staff,3,22,0,1
9844,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,59,12174,1,0,0,0,,1,32,0,3
9845,F,Y,Y,2,103500,Commercial associate,Secondary / secondary special,Separated,House / apartment,36,56,1,1,0,0,Cooking staff,3,46,0,4
9846,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,49,313,1,0,1,0,Laborers,2,27,2,4
9847,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64,12174,1,0,0,0,,1,5,0,3
9848,M,Y,N,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,36,2,4
9849,M,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,36,225,1,0,0,1,Laborers,3,34,2,2
9850,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,55,268,1,1,0,0,Laborers,2,47,2,2
9851,F,Y,Y,0,157500,Working,Higher education,Married,Co-op apartment,60,11,1,1,0,0,Accountants,2,58,2,2
9852,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,38,18,1,0,1,0,Laborers,3,21,2,3
9853,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,61,72,1,0,0,0,Laborers,2,9,2,4
9854,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,27,53,1,0,0,0,,1,3,1,4
9855,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,58,15,1,0,0,0,Laborers,2,41,2,3
9856,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Widow,House / apartment,64,12174,1,0,0,0,,1,23,2,4
9857,F,N,N,0,135000,Working,Higher education,Married,House / apartment,32,59,1,0,1,0,Accountants,2,3,1,3
9858,F,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,54,96,1,0,0,1,High skill tech staff,1,37,2,3
9859,M,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,0,0,,2,0,1,4
9860,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,64,15,1,0,0,0,,2,23,2,4
